Ecology;Site;Site_code;Latitude;Longitude;Year;Date;Sample;N;ID;DN;Rate_of_aneuploid_cells;Ploidy_of_aneuploid_cells;BTN_genotype;COI-test_Hemo;COI-test_Foot;Sex;L;Last_ring;Increment;Age;ring1;ring2;ring3;ring4;ring5;ring6;ring7;ring8;ring9;ring10;ring11;ring12;ring13;OGP_sample;OGP_site
yes;Veselaya Inlet;VES;"59,497289";"150,923172";2023;04.07.2023;B;54;73;no;0;NA;healthy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,795094542";"0,773349397"
yes;Veselaya Inlet;VES;"59,497289";"150,923172";2023;04.07.2023;B;54;74;no;0;NA;healthy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,795094542";"0,773349397"
yes;Veselaya Inlet;VES;"59,497289";"150,923172";2023;04.07.2023;B;54;75;no;0;NA;healthy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,795094542";"0,773349397"
yes;Veselaya Inlet;VES;"59,497289";"150,923172";2023;04.07.2023;B;54;76;no;0;NA;healthy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,795094542";"0,773349397"
yes;Veselaya Inlet;VES;"59,497289";"150,923172";2023;04.07.2023;B;54;77;no;0;NA;healthy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,795094542";"0,773349397"
yes;Veselaya Inlet;VES;"59,497289";"150,923172";2023;04.07.2023;B;54;78;no;0;NA;healthy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,795094542";"0,773349397"
yes;Veselaya Inlet;VES;"59,497289";"150,923172";2023;04.07.2023;B;54;79;no;0;NA;healthy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,795094542";"0,773349397"
yes;Veselaya Inlet;VES;"59,497289";"150,923172";2023;04.07.2023;B;54;80;yes;71;"4,8";BTN1;COI-U;NA;NA;"49,7";"49,4";"0,3";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,795094542";"0,773349397"
yes;Veselaya Inlet;VES;"59,497289";"150,923172";2023;04.07.2023;B;54;81;yes;49;"4,7";BTN2.2;/J111_foot;NA;NA;"60,7";"57,4";"3,3";13;NA;NA;"4,1";"6,2";"10,8";14;"23,1";"31,5";"34,6";"43,4";"48,1";"53,5";"57,4";"0,795094542";"0,773349397"
yes;Veselaya Inlet;VES;"59,497289";"150,923172";2023;04.07.2023;B;54;82;no;0;NA;healthy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,795094542";"0,773349397"
yes;Veselaya Inlet;VES;"59,497289";"150,923172";2023;04.07.2023;B;54;83;no;0;NA;healthy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,795094542";"0,773349397"
yes;Veselaya Inlet;VES;"59,497289";"150,923172";2023;04.07.2023;B;54;84;no;0;NA;healthy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,795094542";"0,773349397"
yes;Veselaya Inlet;VES;"59,497289";"150,923172";2023;04.07.2023;B;54;85;no;0;NA;healthy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,795094542";"0,773349397"
yes;Veselaya Inlet;VES;"59,497289";"150,923172";2023;04.07.2023;B;54;86;no;0;NA;healthy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,795094542";"0,773349397"
yes;Veselaya Inlet;VES;"59,497289";"150,923172";2023;04.07.2023;B;54;87;no;0;NA;healthy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,795094542";"0,773349397"
yes;Veselaya Inlet;VES;"59,497289";"150,923172";2023;04.07.2023;B;54;88;no;0;NA;healthy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,795094542";"0,773349397"
yes;Veselaya Inlet;VES;"59,497289";"150,923172";2023;04.07.2023;B;54;89;no;0;NA;healthy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,795094542";"0,773349397"
yes;Veselaya Inlet;VES;"59,497289";"150,923172";2023;04.07.2023;B;54;90;no;0;NA;healthy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,795094542";"0,773349397"
yes;Veselaya Inlet;VES;"59,497289";"150,923172";2023;04.07.2023;B;54;91;no;0;NA;healthy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,795094542";"0,773349397"
yes;Veselaya Inlet;VES;"59,497289";"150,923172";2023;04.07.2023;B;54;92;no;0;NA;healthy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,795094542";"0,773349397"
yes;Veselaya Inlet;VES;"59,497289";"150,923172";2023;04.07.2023;B;54;93;no;0;NA;healthy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,795094542";"0,773349397"
yes;Veselaya Inlet;VES;"59,497289";"150,923172";2023;04.07.2023;B;54;94;no;0;NA;healthy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,795094542";"0,773349397"
yes;Veselaya Inlet;VES;"59,497289";"150,923172";2023;04.07.2023;B;54;95;no;0;NA;healthy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,795094542";"0,773349397"
yes;Veselaya Inlet;VES;"59,497289";"150,923172";2023;04.07.2023;B;54;96;no;0;NA;healthy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,795094542";"0,773349397"
yes;Veselaya Inlet;VES;"59,497289";"150,923172";2023;04.07.2023;B;54;97;no;0;NA;healthy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,795094542";"0,773349397"
yes;Veselaya Inlet;VES;"59,497289";"150,923172";2023;04.07.2023;B;54;98;no;0;NA;healthy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,795094542";"0,773349397"
yes;Veselaya Inlet;VES;"59,497289";"150,923172";2023;04.07.2023;B;54;99;no;0;NA;healthy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,795094542";"0,773349397"
yes;Veselaya Inlet;VES;"59,497289";"150,923172";2023;04.07.2023;B;54;100;no;0;NA;healthy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,795094542";"0,773349397"
yes;Veselaya Inlet;VES;"59,497289";"150,923172";2023;04.07.2023;B;54;101;no;0;NA;healthy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,795094542";"0,773349397"
yes;Veselaya Inlet;VES;"59,497289";"150,923172";2023;04.07.2023;B;54;102;no;0;NA;healthy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,795094542";"0,773349397"
yes;Veselaya Inlet;VES;"59,497289";"150,923172";2023;04.07.2023;B;54;103;no;0;NA;healthy;NA;NA;NA;"46,4";"45,1";"1,3";10;NA;NA;"5,3";"8,2";"13,6";"21,2";32;"38,6";"43,5";"45,1";NA;NA;NA;"0,795094542";"0,773349397"
yes;Veselaya Inlet;VES;"59,497289";"150,923172";2023;04.07.2023;B;54;104;no;0;NA;healthy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,795094542";"0,773349397"
yes;Veselaya Inlet;VES;"59,497289";"150,923172";2023;04.07.2023;B;54;105;no;0;NA;healthy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,795094542";"0,773349397"
yes;Veselaya Inlet;VES;"59,497289";"150,923172";2023;04.07.2023;B;54;106;no;0;NA;healthy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,795094542";"0,773349397"
yes;Veselaya Inlet;VES;"59,497289";"150,923172";2023;04.07.2023;B;54;107;no;0;NA;healthy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,795094542";"0,773349397"
yes;Veselaya Inlet;VES;"59,497289";"150,923172";2023;04.07.2023;B;54;2*;NA;NA;NA;NA;NA;NA;NA;"41,4";"40,1";"1,3";10;NA;"2,2";"4,6";"7,6";"12,8";"17,5";"26,3";"31,6";"36,7";"40,1";NA;NA;NA;"0,795094542";"0,773349397"
yes;Veselaya Inlet;VES;"59,497289";"150,923172";2023;04.07.2023;B;54;3*;NA;NA;NA;NA;NA;NA;NA;"44,7";"42,5";"2,2";11;NA;"2,3";"4,4";"6,3";"9,3";"14,9";"23,5";"30,1";"36,3";"40,1";"42,5";NA;NA;"0,795094542";"0,773349397"
yes;Veselaya Inlet;VES;"59,497289";"150,923172";2023;04.07.2023;C;41;108;no;0;NA;healthy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,724604194";"0,773349397"
yes;Veselaya Inlet;VES;"59,497289";"150,923172";2023;04.07.2023;C;41;109;no;0;NA;healthy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,724604194";"0,773349397"
yes;Veselaya Inlet;VES;"59,497289";"150,923172";2023;04.07.2023;C;41;110;no;0;NA;healthy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,724604194";"0,773349397"
yes;Veselaya Inlet;VES;"59,497289";"150,923172";2023;04.07.2023;C;41;111;no;0;NA;healthy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,724604194";"0,773349397"
yes;Veselaya Inlet;VES;"59,497289";"150,923172";2023;04.07.2023;C;41;112;no;0;NA;healthy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,724604194";"0,773349397"
yes;Veselaya Inlet;VES;"59,497289";"150,923172";2023;04.07.2023;C;41;113;no;0;NA;healthy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,724604194";"0,773349397"
yes;Veselaya Inlet;VES;"59,497289";"150,923172";2023;04.07.2023;C;41;114;no;0;NA;healthy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,724604194";"0,773349397"
yes;Veselaya Inlet;VES;"59,497289";"150,923172";2023;04.07.2023;C;41;115;no;0;NA;healthy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,724604194";"0,773349397"
yes;Veselaya Inlet;VES;"59,497289";"150,923172";2023;04.07.2023;C;41;116;no;0;NA;healthy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,724604194";"0,773349397"
yes;Veselaya Inlet;VES;"59,497289";"150,923172";2023;04.07.2023;C;41;117;no;0;NA;healthy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,724604194";"0,773349397"
yes;Veselaya Inlet;VES;"59,497289";"150,923172";2023;04.07.2023;C;41;118;yes;12;"3,9";BTN1;COI-U1/;NA;NA;"47,7";"46,6";"1,1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,724604194";"0,773349397"
yes;Veselaya Inlet;VES;"59,497289";"150,923172";2023;04.07.2023;C;41;119;no;0;NA;healthy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,724604194";"0,773349397"
yes;Veselaya Inlet;VES;"59,497289";"150,923172";2023;04.07.2023;C;41;120;no;0;NA;healthy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,724604194";"0,773349397"
yes;Veselaya Inlet;VES;"59,497289";"150,923172";2023;04.07.2023;C;41;121;no;0;NA;healthy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,724604194";"0,773349397"
yes;Veselaya Inlet;VES;"59,497289";"150,923172";2023;04.07.2023;C;41;122;no;0;NA;healthy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,724604194";"0,773349397"
yes;Veselaya Inlet;VES;"59,497289";"150,923172";2023;04.07.2023;C;41;123;no;0;NA;healthy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,724604194";"0,773349397"
yes;Veselaya Inlet;VES;"59,497289";"150,923172";2023;04.07.2023;C;41;124;no;0;NA;healthy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,724604194";"0,773349397"
yes;Veselaya Inlet;VES;"59,497289";"150,923172";2023;04.07.2023;C;41;125;no;0;NA;healthy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,724604194";"0,773349397"
yes;Veselaya Inlet;VES;"59,497289";"150,923172";2023;04.07.2023;C;41;126;no;0;NA;healthy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,724604194";"0,773349397"
yes;Veselaya Inlet;VES;"59,497289";"150,923172";2023;04.07.2023;C;41;127;yes;10;"4,1";BTN1;COI-U1/;NA;NA;"42,4";"41,4";1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,724604194";"0,773349397"
yes;Veselaya Inlet;VES;"59,497289";"150,923172";2023;04.07.2023;C;41;128;no;0;NA;healthy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,724604194";"0,773349397"
yes;Veselaya Inlet;VES;"59,497289";"150,923172";2023;04.07.2023;C;41;129;no;0;NA;healthy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,724604194";"0,773349397"
yes;Veselaya Inlet;VES;"59,497289";"150,923172";2023;04.07.2023;C;41;130;no;0;NA;healthy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,724604194";"0,773349397"
yes;Veselaya Inlet;VES;"59,497289";"150,923172";2023;04.07.2023;C;41;131;no;0;NA;healthy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,724604194";"0,773349397"
yes;Veselaya Inlet;VES;"59,497289";"150,923172";2023;04.07.2023;C;41;132;no;0;NA;healthy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,724604194";"0,773349397"
yes;Veselaya Inlet;VES;"59,497289";"150,923172";2023;04.07.2023;C;41;133;no;0;NA;healthy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,724604194";"0,773349397"
yes;Veselaya Inlet;VES;"59,497289";"150,923172";2023;04.07.2023;C;41;134;no;0;NA;healthy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,724604194";"0,773349397"
yes;Veselaya Inlet;VES;"59,497289";"150,923172";2023;04.07.2023;C;41;135;no;0;NA;healthy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,724604194";"0,773349397"
yes;Veselaya Inlet;VES;"59,497289";"150,923172";2023;04.07.2023;C;41;136;no;0;NA;healthy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,724604194";"0,773349397"
yes;Veselaya Inlet;VES;"59,497289";"150,923172";2023;04.07.2023;C;41;137;no;0;NA;healthy;NA;NA;NA;"40,7";"39,9";"0,8";11;NA;NA;"4,5";"7,2";"10,8";"14,7";"23,5";"28,5";"32,5";"35,5";"39,9";NA;NA;"0,724604194";"0,773349397"
yes;Veselaya Inlet;VES;"59,497289";"150,923172";2023;04.07.2023;C;41;138;no;0;NA;healthy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,724604194";"0,773349397"
yes;Veselaya Inlet;VES;"59,497289";"150,923172";2023;04.07.2023;C;41;139;no;0;NA;healthy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,724604194";"0,773349397"
yes;Veselaya Inlet;VES;"59,497289";"150,923172";2023;04.07.2023;C;41;140;no;0;NA;healthy;NA;NA;NA;"42,6";"41,1";"1,5";11;NA;"2,7";"4,8";8;"10,2";"13,8";"19,7";"28,4";"34,2";"37,8";"41,1";NA;NA;"0,724604194";"0,773349397"
yes;Veselaya Inlet;VES;"59,497289";"150,923172";2023;04.07.2023;C;41;141;no;0;NA;healthy;NA;NA;NA;"42,7";"40,6";"2,1";9;NA;NA;"5,5";"8,4";"13,2";"18,4";28;"33,5";"40,6";NA;NA;NA;NA;"0,724604194";"0,773349397"
yes;Veselaya Inlet;VES;"59,497289";"150,923172";2023;04.07.2023;C;41;142;no;0;NA;healthy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,724604194";"0,773349397"
yes;Veselaya Inlet;VES;"59,497289";"150,923172";2023;04.07.2023;C;41;143;no;0;NA;healthy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,724604194";"0,773349397"
yes;Veselaya Inlet;VES;"59,497289";"150,923172";2023;04.07.2023;C;41;144;yes;16;"4,3";BTN1;NA;NA;NA;"49,7";"48,5";"1,2";11;NA;NA;"5,5";"8,7";"11,2";"15,5";"26,7";"30,8";"39,4";"46,2";"48,5";NA;NA;"0,724604194";"0,773349397"
yes;Veselaya Inlet;VES;"59,497289";"150,923172";2023;04.07.2023;C;41;145;no;0;NA;healthy;NA;NA;NA;42;"41,1";"0,9";10;NA;NA;NA;"7,6";"10,4";"17,8";26;"31,4";"37,1";"41,1";NA;NA;NA;"0,724604194";"0,773349397"
yes;Veselaya Inlet;VES;"59,497289";"150,923172";2023;04.07.2023;C;41;146;no;0;NA;healthy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,724604194";"0,773349397"
yes;Veselaya Inlet;VES;"59,497289";"150,923172";2023;04.07.2023;C;41;147;no;0;NA;healthy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,724604194";"0,773349397"
yes;Veselaya Inlet;VES;"59,497289";"150,923172";2023;04.07.2023;C;41;148;yes;91;4;BTN1;COI-U1;NA;NA;"41,9";41;"0,9";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,724604194";"0,773349397"
yes;Veselaya Inlet;VES;"59,497289";"150,923172";2023;04.07.2023;C;41;4*;NA;NA;NA;NA;NA;NA;NA;"45,6";"44,4";"1,2";11;NA;"3,4";"5,5";"6,9";"11,3";"15,9";"23,3";"31,1";"38,2";"40,2";"44,4";NA;NA;"0,724604194";"0,773349397"
yes;Armanskiy Liman;ARM;"59,675805";"150,093991";2023;05.07.2023;A;96;A1;no;0;NA;healthy;NA;NA;NA;"45,1";"42,7";"2,4";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,873484634";"0,852395658"
yes;Armanskiy Liman;ARM;"59,675805";"150,093991";2023;05.07.2023;A;96;A2;no;0;NA;healthy;NA;NA;NA;"39,2";"34,6";"4,6";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,873484634";"0,852395658"
yes;Armanskiy Liman;ARM;"59,675805";"150,093991";2023;05.07.2023;A;96;A3;no;0;NA;healthy;NA;NA;NA;"44,7";"42,4";"2,3";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,873484634";"0,852395658"
yes;Armanskiy Liman;ARM;"59,675805";"150,093991";2023;05.07.2023;A;96;A4;no;0;NA;healthy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,873484634";"0,852395658"
yes;Armanskiy Liman;ARM;"59,675805";"150,093991";2023;05.07.2023;A;96;A5;no;0;NA;healthy;NA;NA;NA;"39,2";"35,8";"3,4";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,873484634";"0,852395658"
yes;Armanskiy Liman;ARM;"59,675805";"150,093991";2023;05.07.2023;A;96;A6;no;0;NA;healthy;NA;NA;NA;"42,7";"40,9";"1,8";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,873484634";"0,852395658"
yes;Armanskiy Liman;ARM;"59,675805";"150,093991";2023;05.07.2023;A;96;A7;no;0;NA;healthy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,873484634";"0,852395658"
yes;Armanskiy Liman;ARM;"59,675805";"150,093991";2023;05.07.2023;A;96;A8;no;0;NA;healthy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,873484634";"0,852395658"
yes;Armanskiy Liman;ARM;"59,675805";"150,093991";2023;05.07.2023;A;96;A9;no;0;NA;healthy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,873484634";"0,852395658"
yes;Armanskiy Liman;ARM;"59,675805";"150,093991";2023;05.07.2023;A;96;A10;no;0;NA;healthy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,873484634";"0,852395658"
yes;Armanskiy Liman;ARM;"59,675805";"150,093991";2023;05.07.2023;A;96;A11;no;0;NA;healthy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,873484634";"0,852395658"
yes;Armanskiy Liman;ARM;"59,675805";"150,093991";2023;05.07.2023;A;96;A12;no;0;NA;healthy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,873484634";"0,852395658"
yes;Armanskiy Liman;ARM;"59,675805";"150,093991";2023;05.07.2023;A;96;A13;no;0;NA;healthy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,873484634";"0,852395658"
yes;Armanskiy Liman;ARM;"59,675805";"150,093991";2023;05.07.2023;A;96;A14;no;0;NA;healthy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,873484634";"0,852395658"
yes;Armanskiy Liman;ARM;"59,675805";"150,093991";2023;05.07.2023;A;96;A15;no;0;NA;healthy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,873484634";"0,852395658"
yes;Armanskiy Liman;ARM;"59,675805";"150,093991";2023;05.07.2023;A;96;A16;no;0;NA;healthy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,873484634";"0,852395658"
yes;Armanskiy Liman;ARM;"59,675805";"150,093991";2023;05.07.2023;A;96;A17;no;0;NA;healthy;NA;NA;NA;"43,6";"40,6";3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,873484634";"0,852395658"
yes;Armanskiy Liman;ARM;"59,675805";"150,093991";2023;05.07.2023;A;96;A18;no;0;NA;healthy;NA;NA;NA;41;"37,6";"3,4";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,873484634";"0,852395658"
yes;Armanskiy Liman;ARM;"59,675805";"150,093991";2023;05.07.2023;A;96;A19;no;0;NA;healthy;NA;NA;NA;"43,9";"39,4";"4,5";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,873484634";"0,852395658"
yes;Armanskiy Liman;ARM;"59,675805";"150,093991";2023;05.07.2023;A;96;A20;no;0;NA;healthy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,873484634";"0,852395658"
yes;Armanskiy Liman;ARM;"59,675805";"150,093991";2023;05.07.2023;A;96;A21;no;0;NA;healthy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,873484634";"0,852395658"
yes;Armanskiy Liman;ARM;"59,675805";"150,093991";2023;05.07.2023;A;96;A22;no;0;NA;healthy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,873484634";"0,852395658"
yes;Armanskiy Liman;ARM;"59,675805";"150,093991";2023;05.07.2023;A;96;A23;no;0;NA;healthy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,873484634";"0,852395658"
yes;Armanskiy Liman;ARM;"59,675805";"150,093991";2023;05.07.2023;A;96;A24;no;0;NA;healthy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,873484634";"0,852395658"
